# LAMMPS data file written by OVITO Basic 3.8.3

368 atoms
4 atom types

0.0 10.024 xlo xhi
0.0 17.3620773 ylo yhi
0.0 29.60299847 zlo zhi

Masses

1 6.941  # Li
2 69.723  # Ga
3 35.453  # Cl
4 18.9984032  # F

Atoms  # atomic

1 1 1.03660885 5.13202683 5.091756
2 1 3.01748217 7.87901216 4.83540646
3 1 0.94777842 2.10027921 5.11229693
4 1 0.81911567 6.4529716 1.88863459
5 1 0.22079273 2.50197465 1.90073186
6 1 0.3162356 8.06288194 28.51616523
7 1 1.65361698 4.38358752 26.96031541
8 1 2.50649634 8.04291486 25.60380507
9 2 1.0131115 8.05476135 6.86589567
10 2 1.0859323 5.15172263 9.06696386
11 2 3.58692701 6.592828 11.26742963
12 2 1.05645963 2.26239291 11.2587746
13 2 1.07593872 8.00823446 13.46052189
14 2 1.0422455 5.09355776 15.66697605
15 2 3.48983956 6.5930478 17.85174217
16 2 1.11877132 2.16902939 17.86039216
17 2 0.93825948 7.90636316 20.24037348
18 2 1.15846621 5.09351236 22.50526159
19 3 3.19628507 5.88103274 2.82746764
20 3 0.16712419 8.38351159 3.03588666
21 3 1.53857434 4.09972936 29.40631615
22 3 2.29367424 7.79891196 0.18747431
23 3 0.82423623 6.54179391 26.61405328
24 3 0.18020942 2.48532641 26.81488269
25 3 2.8503663 5.76365581 23.72316891
26 4 0.12141119 0.62644493 8.00992071
27 4 2.64561568 4.95638363 7.99811326
28 4 0.43469086 6.62361113 8.0805884
29 4 2.59052708 8.20427913 8.03590711
30 4 0.13644022 3.83678478 8.08395337
31 4 1.77669005 6.72527547 5.74290089
32 4 1.92853565 3.62925778 5.77372501
33 4 2.65531775 7.82733915 12.45173429
34 4 0.11846448 3.49467946 12.44038065
35 4 2.96451014 5.17131443 12.45889259
36 4 0.45610974 0.83819508 12.45297762
37 4 0.09724784 6.76039409 12.44388861
38 4 4.18127849 8.05988855 10.2393018
39 4 1.69661748 3.72705559 10.2495178
40 4 2.01003198 6.38473578 10.2466395
41 4 0.13220754 6.34583248 16.83979652
42 4 0.43939352 3.64494989 16.87607234
43 4 2.93931642 8.08202919 16.84993644
44 4 2.57325513 5.30808411 16.82540858
45 4 0.10373442 0.95298281 16.84950897
46 4 2.02387813 3.84441542 14.65216573
47 4 4.55293964 8.22625996 14.64400714
48 4 1.6623754 6.57543892 14.64324427
49 4 2.45455182 4.86352621 21.06088186
50 4 0.19338777 0.59735052 21.18515406
51 4 0.4115897 6.55819439 21.42789865
52 4 0.14129028 3.86314849 21.17463375
53 4 2.58669566 8.2054456 21.18656109
54 4 1.95106078 6.82595772 19.01842713
55 4 4.38219624 8.03158107 19.13289955
56 1 6.04860885 13.81306548 5.091756
57 1 1.00712922 13.8505489 5.16348969
58 1 3.51505318 15.28079872 5.06460798
59 1 8.02948217 16.56005081 4.83540646
60 1 5.95977842 10.78131786 5.11229693
61 1 2.38897797 10.85104873 4.83793959
62 1 2.55834543 13.58126812 1.9354991
63 1 5.83111567 15.13401025 1.88863459
64 1 1.61888963 9.87663192 1.88310239
65 1 5.23279273 11.1830133 1.90073186
66 1 0.92198948 11.63904076 28.75777869
67 1 4.18289692 13.07770398 28.53706554
68 1 1.7800537 15.87897932 28.69196205
69 1 5.3282356 16.74392059 28.51616523
70 1 3.8015586 9.28508598 28.61974109
71 1 3.08455761 11.28393593 25.54157128
72 1 6.66561698 13.06462617 26.96031541
73 1 0.20520707 14.01431504 26.96022897
74 1 3.65778527 15.2583729 25.66763299
75 1 7.51849634 16.72395351 25.60380507
76 2 1.02654721 16.67050861 6.86597411
77 2 6.0251115 16.7358 6.86589567
78 2 3.57863255 12.43770587 6.93273864
79 2 3.55868575 9.47943126 9.04288715
80 2 6.0979323 13.83276128 9.06696386
81 2 1.03672248 13.81616608 9.077512
82 2 3.56802686 15.26767116 11.25076758
83 2 8.59892701 15.27386665 11.26742963
84 2 1.04719024 10.90759103 11.26098506
85 2 6.06845963 10.94343156 11.2587746
86 2 1.08874212 16.74022151 13.4581723
87 2 6.08793872 16.68927311 13.46052189
88 2 3.54606789 12.37758863 13.45455777
89 2 6.0542455 13.77459641 15.66697605
90 2 1.04480368 13.86960022 15.66298438
91 2 3.57720844 9.48605584 15.64196389
92 2 3.57861627 15.26815357 17.85990756
93 2 8.50183956 15.27408645 17.85174217
94 2 1.12230157 11.02070166 17.86411119
95 2 6.13077132 10.85006804 17.86039216
96 2 3.53303383 12.58600171 20.2643155
97 2 1.2580341 16.66068124 20.24404396
98 2 5.95025948 16.58740181 20.24037348
99 2 6.17046621 13.77455101 22.50526159
100 2 0.99795711 13.82910908 22.52854228
101 2 3.58685559 9.49508282 20.26844956
102 3 4.75940908 13.28762981 2.96239604
103 3 8.20828507 14.56207139 2.82746764
104 3 1.91833157 15.61134446 3.02196289
105 3 5.17912419 17.06455024 3.03588666
106 3 3.74100301 9.55546162 3.09591592
107 3 1.06483418 12.01986855 2.99804574
108 3 6.55057434 12.78076801 29.40631615
109 3 0.43601122 13.9482493 29.39977507
110 3 3.83851177 15.17827296 0.05784929
111 3 7.30567424 16.47995061 0.18747431
112 3 3.08359386 11.39981035 0.18669723
113 3 2.52271261 13.45986622 26.68438112
114 3 5.83623623 15.22283256 26.61405328
115 3 2.73404896 17.2339996 26.7523357
116 3 1.53467515 9.96113081 26.88195183
117 3 5.19220942 11.16636506 26.81488269
118 3 0.99620677 11.99244081 23.71633536
119 3 4.54764908 13.37509579 23.89706255
120 3 7.8623663 14.44469446 23.72316891
121 3 1.40485839 15.44372523 23.93553609
122 3 4.8577971 17.20105827 23.92207264
123 3 3.62583161 9.48352697 24.07998303
124 4 5.13341119 9.30748358 8.00992071
125 4 0.14167285 9.33813989 8.05282227
126 4 7.65761568 13.63742228 7.99811326
127 4 2.67507285 13.65253797 8.15374066
128 4 0.36890656 15.28568189 8.11047677
129 4 5.44669086 15.30464978 8.0805884
130 4 2.92510269 10.96609159 8.06508886
131 4 2.56747995 16.87284426 8.10013111
132 4 7.60252708 16.88531778 8.03590711
133 4 0.09420931 12.56898548 7.98708437
134 4 5.14844022 12.51782343 8.08395337
135 4 1.91227211 15.25189329 5.99985225
136 4 6.78869005 15.40631412 5.74290089
137 4 4.25326775 11.14314172 5.74854973
138 4 1.83902239 9.28893255 5.71743876
139 4 4.34785727 13.8409843 5.93029231
140 4 4.39987306 16.69363307 5.91746059
141 4 6.94053565 12.31029643 5.77372501
142 4 2.02130817 12.41792638 5.87565346
143 4 2.66149329 16.52059141 12.44602062
144 4 7.66731775 16.5083778 12.45173429
145 4 0.13042006 12.1572038 12.4505105
146 4 5.13046448 12.17571811 12.44038065
147 4 2.95063316 13.85078416 12.44557154
148 4 7.97651014 13.85235308 12.45889259
149 4 0.45337855 9.48395911 12.45199865
150 4 5.46810974 9.51923373 12.45297762
151 4 5.10924784 15.44143274 12.44388861
152 4 0.11249544 15.47016507 12.44864907
153 4 2.5893665 11.10584182 12.44714287
154 4 4.55277004 14.00365629 10.25523621
155 4 2.02657047 9.65241936 10.24944054
156 4 4.18197441 16.73890061 10.24215317
157 4 9.19327849 16.7409272 10.2393018
